struct_id,struct_name,range_type,il2cpp_methods
10937,jiuYouTaPassRecord,RECV,
10938,clientFight52,RECV,
10939,serverFight52,RECV,
10940,xingyuLeaveInfo,RECV,
10941,exchangeAct3ShareInfo,RECV,
10942,clientFight53,RECV,
10943,serverFight53,RECV,
10944,gubaoshilianRank,RECV,
10945,clientTeam22,RECV,
10946,serverTeam22,RECV,
10947,gxsdItem,RECV,
10949,rankItemVoc,RECV,
10950,rankListVoc,RECV,
10951,clientFight54,RECV,
10952,serverFight54,RECV,
10953,qiyuClient10,RECV,
10955,xanjunyanzhenUsedInfo,RECV,
10956,commIntIntList,RECV,
10957,clientFight55,RECV,
10958,serverFight55,RECV,
10959,xmjuanxianday,RECV,
10960,xumitaTuJian,RECV,
10961,switchDisciple,RECV,
10962,commonItemStruct,RECV,
10963,npcFeelLevelReward,RECV,
10964,shiliFeelLevelReward,RECV,
10965,GiftInfoStruct,RECV,
10966,NpcGiftInfoStruct,RECV,
10968,npcFeelStruct,RECV,
10969,rankItem49,RECV,
10970,rankList49,RECV,
10971,npcTaskFinishStruct,RECV,
10972,seasonRecord,RECV,
10973,rankItemActor,RECV,
10974,rankListActor,RECV,
10975,rankItemGuild,RECV,
10976,rankListGuild,RECV,
10977,rankItem495051,RECV,
10978,rankList495051,RECV,
10979,rankItem52,RECV,
10980,rankList52,RECV,
10981,lingshanData,RECV,
10982,lingshanTeamData,RECV,
10983,zzshScoreRank2,RECV,
10984,clientFight56,RECV,
10985,serverFight56,RECV,
10986,csjdRound7,RECV,
10987,mgzdLeiTai,RECV,
10988,mgzdOccypyHis,RECV,
10989,effectDataStructMGZD,RECV,
10990,flEntityMoZongSmall,RECV,
10991,flEntityMoZongBig,RECV,
10992,flMarchMoZongAttack,RECV,
10993,flMarchMoZongBack,RECV,
10994,seasonChapterStruct6,RECV,
10995,seasonChapterStruct7,RECV,
10996,mgzdZhanSun,RECV,
10997,mgzdLog,RECV,
10998,mgzdZhunJunDisciple,RECV,
10999,mgzdZhuJun,RECV,
11000,mgzdRank1,SEND,
11001,mgzdRank2,SEND,
11002,mgzdRank3,SEND,
11003,mgzdMassDetail,SEND,
11004,mjzjHurtRank,SEND,
11005,mjzjScoreRank,SEND,
11006,seasonChapterStruct8,SEND,
11007,flEntityPuTongZhenJi,SEND,
11008,flMarchPuTongZhenJi,SEND,
11009,flMarchBenYuanZhenJi,SEND,
11010,flMarchMoJunYaoMo,SEND,
11011,mojiangStruct,SEND,
11012,mojiangActorRank,SEND,
11013,mojiangGuildRank,SEND,
11014,mojiangRecord,SEND,
11015,zzshnewTeamDetail,SEND,
11016,zzshnewGuildInfo,SEND,
11017,yyTuituStruct,SEND,
11018,clientFight57,SEND,
11019,ZLXXQuesListCheck,SEND,
11020,ZLXXQuesCheck,SEND,
11021,ZLXXDayListCheck,SEND,
11022,ZLXXRoleCheckList,SEND,
11023,ZLXXRoleQuesCheckList,SEND,
11024,ZLXXRankInfo,SEND,
11025,serverFight57,SEND,
11026,commUShortInt64UChar,SEND,
11027,seasonChapterStruct9,SEND,
11028,guankouStruct,SEND,
11029,guankouRankStruct,SEND,
11030,commInt64UIntString,SEND,
11031,acttargetrankinfo,SEND,
11032,serverTeam23,SEND,
11033,serverTeam24,SEND,
11034,commUShortInt64,SEND,
11035,seasonChapterStruct10,SEND,
11036,seasonChapterStruct11,SEND,
11037,flEntityMoJunYaoMo,SEND,
11038,flMarchDefendGuild,SEND,
11039,flMarchAttackGuild,SEND,
11040,mojunLogItem,SEND,
11041,effectDataStructXYZP,SEND,
11042,mojunEffectItem,SEND,
11043,flMarchBuff,SEND,
11044,firstRecharge3,SEND,
11045,flEntityMoJunFenShen,SEND,
11046,buildGuildRank,SEND,
11047,buildGuildActorRank,SEND,
11048,npcDailyFeelAddStruct,SEND,
11049,yanhuiInfo,SEND,
11050,yanhuiTableInfo,SEND,
11051,tableActorInfo,SEND,
11052,mojunBox,SEND,
11053,flddAttackInfo,SEND,
11054,flddAttackInfo125,SEND,
11055,flddAttackInfo34,SEND,
11056,zhoukaItem,SEND,
11057,flEntityBigBoss,SEND,
11058,flMarchMoJunAttack,SEND,
11059,kfxmhdRankItem,SEND,
11060,srcResourceData5,SEND,
11061,lingshanDiscipleData,SEND,
11062,flEntityGather,SEND,
11063,xianyuLevelLogInfo,SEND,
11064,mojunBuffItem,SEND,
11065,flMassMoJun,SEND,
11066,xianzhouData,SEND,
11067,xianzhouActorData,SEND,
11068,commUCharUCharUCharUChar,SEND,
11069,mizangInfo,SEND,
11070,mizangItem,SEND,
11071,xianzhouBaseStruct,SEND,
11072,clientFight58,SEND,
11073,serverFight58,SEND,
11074,shxbGrid,SEND,
11075,shxbReward,SEND,
11076,yuzhuinfo,SEND,
11077,effectDataStructSHXB,SEND,
11078,formatMailStruct,SEND,
11079,flEntityBigBossNew,SEND,
11080,flMarchMoGongZhengDuoZHG,SEND,
11081,flMarchMoGongZhengDuoHLT,SEND,
11082,shxbGridReco,SEND,
11083,commCharInt64,SEND,
11084,mgzdYiBanJianZhu,SEND,
11085,mgzdMarchDetail,SEND,
11086,yunzhouzhentu,SEND,
11087,switchInfo,SEND,
11088,zssjActTask,SEND,
11089,zssjTaskItem,SEND,
11090,serverFight59,SEND,
11091,rankItem53,SEND,
11092,clientFight17,SEND,
11093,serverFight17,SEND,
11094,clientFight50,SEND,
11095,serverFight50,SEND,
11096,hydhRecordStruct,SEND,
11097,rankList53,SEND,
11098,xzbxItem,SEND,
11099,xzbxAssign,SEND,
11100,seasonChapterStruct12,SEND,
11101,devildomZhenTaiInfo,SEND,
11102,switchHistoryInfo,SEND,
11103,byzjBuilding,SEND,
11104,flEntityZhenYanSmall,SEND,
11105,flEntityZhenYanBig,SEND,
11106,flEntityZhenYanSpe,SEND,
11107,mgzdAssist,SEND,
11108,seasonChapterStruct13,SEND,
11109,flMarchZhenYanAttack,SEND,
11110,flMarchZhenYanBack,SEND,
11111,flBossActorRankData,SEND,
11112,flBossGuildRankData,SEND,
11113,xzbxOne,SEND,
11114,freeGift8,SEND,
11115,qiyuClient11,SEND,
11116,switchDealHistory,SEND,
11117,effectDataStructLSCF,SEND,
11118,mjmhRank1,SEND,
11119,mjmhRank2,SEND,
11120,equipJLItem,SEND,
11121,equipJLBack,SEND,
11122,byzjUpdate,SEND,
11123,guildHongBaoInfo,SEND,
11124,guildHongBaoListInfo,SEND,
11125,guildLmzfFightRankInfo,SEND,
11126,actorLmzfZgRankInfo,SEND,
11127,guildLmzfScoreRankInfo,SEND,
11128,guildLmzfGroupScoreRankInfo,SEND,
11129,guildLmzfInfo,SEND,
11130,jdLmzfInfo,SEND,
11131,lmzfCourseInfo,SEND,
11132,actorLmzfInfo,SEND,
11133,xainCaoLmzfInfo,SEND,
11134,actorLmzfBattleLogInfo,SEND,
11135,lmzfJdBattleLogInfo,SEND,
11136,autoBuildInfo,SEND,
11137,bzlsGame,SEND,
11138,effectDataStructMMWT,SEND,
11139,lingshouCGItem,SEND,
11140,commUShortUIntUShort,SEND,
11141,qiyuClient12,SEND,
11142,effectDataStructBaoDiBox,SEND,
11143,itemBaoDiBox,SEND,
11144,flEntityXJZCLingShou,SEND,
11145,flEntityXJZCShouChao,SEND,
11146,rxgBuildInfo,SEND,
11147,flMarchXJZCLingShou,SEND,
11148,flMarchXJZCShouChao,SEND,
